date,var_95pct_250d
2024-12-20,0.021185810603647583
2024-12-23,0.021185810603647583
2024-12-24,0.021185810603647583
2024-12-26,0.021185810603647583
2024-12-27,0.021185810603647583
2024-12-30,0.021185810603647583
2024-12-31,0.021185810603647583
2025-01-02,0.021185810603647583
2025-01-03,0.021185810603647583
2025-01-06,0.021185810603647583
2025-01-07,0.022209760763455707
2025-01-08,0.022209760763455707
2025-01-10,0.022209760763455707
2025-01-13,0.022209760763455707
2025-01-14,0.022209760763455707
2025-01-15,0.022209760763455707
2025-01-16,0.022209760763455707
2025-01-17,0.022209760763455707
2025-01-21,0.022209760763455707
2025-01-22,0.022209760763455707
2025-01-23,0.022209760763455707
2025-01-24,0.022209760763455707
2025-01-27,0.02367071821811166
2025-01-28,0.02367071821811166
2025-01-29,0.02367071821811166
2025-01-30,0.023199731923591666
2025-01-31,0.023199731923591666
2025-02-03,0.023199731923591666
2025-02-04,0.023199731923591666
2025-02-05,0.023199731923591666
2025-02-06,0.023199731923591666
2025-02-07,0.023199731923591666
2025-02-10,0.023199731923591666
2025-02-11,0.023199731923591666
2025-02-12,0.023199731923591666
2025-02-13,0.023199731923591666
2025-02-14,0.023199731923591666
2025-02-18,0.023199731923591666
2025-02-19,0.023199731923591666
2025-02-20,0.023199731923591666
2025-02-21,0.02540685183811993
2025-02-24,0.02540685183811993
2025-02-25,0.02540685183811993
2025-02-26,0.02540685183811993
2025-02-27,0.027223285968798177
2025-02-28,0.027223285968798177
2025-03-03,0.02850869148762201
2025-03-04,0.02850869148762201
2025-03-05,0.02850869148762201
2025-03-06,0.02850869148762201
2025-03-07,0.02850869148762201
2025-03-10,0.028890793875501218
2025-03-11,0.028890793875501218
2025-03-12,0.028890793875501218
2025-03-13,0.028890793875501218
2025-03-14,0.028890793875501218
2025-03-17,0.028890793875501218
2025-03-18,0.028890793875501218
2025-03-19,0.028890793875501218
2025-03-20,0.028890793875501218
2025-03-21,0.028890793875501218
2025-03-24,0.028890793875501218
2025-03-25,0.028890793875501218
2025-03-26,0.028890793875501218
2025-03-27,0.028890793875501218
2025-03-28,0.028890793875501218
2025-03-31,0.028890793875501218
2025-04-01,0.028890793875501218
2025-04-02,0.028890793875501218
2025-04-03,0.028956338637957883
2025-04-04,0.02907878363908573
2025-04-07,0.02907878363908573
2025-04-08,0.02907878363908573
2025-04-09,0.02907878363908573
2025-04-10,0.03032264360172732
2025-04-11,0.03032264360172732
2025-04-14,0.03032264360172732
2025-04-15,0.03032264360172732
2025-04-16,0.032061005675677344
2025-04-17,0.032061005675677344
2025-04-21,0.032061005675677344
2025-04-22,0.032061005675677344
2025-04-23,0.032061005675677344
2025-04-24,0.032061005675677344
2025-04-25,0.032061005675677344
2025-04-28,0.032061005675677344
2025-04-29,0.032061005675677344
2025-04-30,0.032061005675677344
2025-05-01,0.032061005675677344
2025-05-02,0.032061005675677344
2025-05-05,0.032061005675677344
2025-05-06,0.032061005675677344
2025-05-07,0.032061005675677344
2025-05-08,0.032061005675677344
2025-05-09,0.032061005675677344
2025-05-12,0.032061005675677344
2025-05-13,0.032061005675677344
2025-05-14,0.032061005675677344
2025-05-15,0.032061005675677344
2025-05-16,0.032061005675677344
2025-05-19,0.032061005675677344
2025-05-20,0.032061005675677344
2025-05-21,0.032061005675677344
2025-05-22,0.032061005675677344
2025-05-23,0.032061005675677344
2025-05-27,0.032061005675677344
2025-05-28,0.032061005675677344
2025-05-29,0.032061005675677344
2025-05-30,0.032061005675677344
2025-06-02,0.032061005675677344
2025-06-03,0.032061005675677344
2025-06-04,0.032061005675677344
2025-06-05,0.032061005675677344
2025-06-06,0.032061005675677344
2025-06-09,0.032061005675677344
2025-06-10,0.032061005675677344
2025-06-11,0.032061005675677344
2025-06-12,0.032061005675677344
2025-06-13,0.032061005675677344
2025-06-16,0.032061005675677344
2025-06-17,0.032061005675677344
2025-06-18,0.032061005675677344
2025-06-20,0.032061005675677344
2025-06-23,0.032061005675677344
2025-06-24,0.032061005675677344
2025-06-25,0.032061005675677344
2025-06-26,0.032061005675677344
2025-06-27,0.032061005675677344
2025-06-30,0.032061005675677344
2025-07-01,0.032061005675677344
2025-07-02,0.032061005675677344
2025-07-03,0.032061005675677344
2025-07-07,0.032061005675677344
2025-07-08,0.032061005675677344
2025-07-09,0.032061005675677344
2025-07-10,0.032061005675677344
2025-07-11,0.03032264360172732
2025-07-14,0.03032264360172732
2025-07-15,0.03032264360172732
2025-07-16,0.03032264360172732
2025-07-17,0.03032264360172732
2025-07-18,0.03032264360172732
2025-07-21,0.03032264360172732
2025-07-22,0.03032264360172732
2025-07-23,0.03032264360172732
2025-07-24,0.02907878363908573
2025-07-25,0.02907878363908573
2025-07-28,0.02907878363908573
2025-07-29,0.02907878363908573
2025-07-30,0.02907878363908573
2025-07-31,0.02907878363908573
2025-08-01,0.02907878363908573
2025-08-04,0.02907878363908573
2025-08-05,0.028581345855713314
2025-08-06,0.028581345855713314
2025-08-07,0.028581345855713314
2025-08-08,0.028581345855713314
2025-08-11,0.028581345855713314
2025-08-12,0.028581345855713314
2025-08-13,0.028581345855713314
2025-08-14,0.028581345855713314
2025-08-15,0.028581345855713314
2025-08-18,0.028581345855713314
2025-08-19,0.028581345855713314
2025-08-20,0.028581345855713314
2025-08-21,0.028581345855713314
2025-08-22,0.028581345855713314
2025-08-25,0.028581345855713314
2025-08-26,0.028581345855713314
2025-08-27,0.028581345855713314
2025-08-28,0.028581345855713314
2025-08-29,0.028581345855713314
2025-09-02,0.028581345855713314
2025-09-03,0.02763616371067496
2025-09-04,0.02763616371067496
2025-09-05,0.02763616371067496
2025-09-08,0.027020694869425023
2025-09-09,0.027020694869425023
2025-09-10,0.027020694869425023
2025-09-11,0.027020694869425023
2025-09-12,0.027020694869425023
2025-09-15,0.027020694869425023
2025-09-16,0.027020694869425023
2025-09-17,0.027020694869425023
2025-09-18,0.027020694869425023
2025-09-19,0.027020694869425023
2025-09-22,0.027020694869425023
2025-09-23,0.027020694869425023
2025-09-24,0.027020694869425023
2025-09-25,0.027020694869425023
2025-09-26,0.027020694869425023
2025-09-29,0.027020694869425023
2025-09-30,0.027020694869425023
2025-10-01,0.027020694869425023
2025-10-02,0.027020694869425023
2025-10-03,0.027020694869425023
2025-10-06,0.027020694869425023
2025-10-07,0.027020694869425023
2025-10-08,0.027020694869425023
2025-10-09,0.027020694869425023
2025-10-10,0.028128039759407978
2025-10-13,0.028128039759407978
2025-10-14,0.028128039759407978
2025-10-15,0.028128039759407978
2025-10-16,0.028128039759407978
2025-10-17,0.028128039759407978
2025-10-20,0.028128039759407978
2025-10-21,0.028128039759407978
2025-10-22,0.028128039759407978
2025-10-23,0.028128039759407978
2025-10-24,0.028128039759407978
2025-10-27,0.028128039759407978
2025-10-28,0.028128039759407978
2025-10-29,0.028128039759407978
2025-10-30,0.028128039759407978
2025-10-31,0.027020694869425023
2025-11-03,0.027020694869425023
2025-11-04,0.027020694869425023
2025-11-05,0.027020694869425023
2025-11-06,0.027020694869425023
2025-11-07,0.027020694869425023
2025-11-10,0.027020694869425023
2025-11-11,0.027020694869425023
2025-11-12,0.027020694869425023
2025-11-13,0.027020694869425023
2025-11-14,0.027020694869425023
2025-11-17,0.027020694869425023
2025-11-18,0.027020694869425023
2025-11-19,0.027020694869425023
2025-11-20,0.027020694869425023
2025-11-21,0.027020694869425023
2025-11-24,0.027020694869425023
2025-11-25,0.027020694869425023
2025-11-26,0.027020694869425023
2025-11-28,0.027020694869425023
2025-12-01,0.027020694869425023
2025-12-02,0.027020694869425023
2025-12-03,0.027020694869425023
2025-12-04,0.027020694869425023
2025-12-05,0.027020694869425023
2025-12-08,0.027020694869425023
2025-12-09,0.027020694869425023
2025-12-10,0.027020694869425023
2025-12-11,0.027020694869425023
2025-12-12,0.027020694869425023
2025-12-15,0.027020694869425023
2025-12-16,0.027020694869425023
2025-12-17,0.027020694869425023
2025-12-18,0.027020694869425023
2025-12-19,0.027020694869425023
2025-12-22,0.027020694869425023
2025-12-23,0.027020694869425023
2025-12-24,0.027020694869425023
2025-12-26,0.027020694869425023
2025-12-29,0.027020694869425023
2025-12-30,0.027020694869425023
2025-12-31,0.027020694869425023
2026-01-02,0.027020694869425023
2026-01-05,0.027020694869425023
2026-01-06,0.027020694869425023
2026-01-07,0.02643178350410034
2026-01-08,0.02643178350410034
2026-01-09,0.02643178350410034
2026-01-12,0.02643178350410034
2026-01-13,0.02643178350410034
2026-01-14,0.02643178350410034
2026-01-15,0.02643178350410034
2026-01-16,0.02643178350410034
2026-01-20,0.027020694869425023
2026-01-21,0.027020694869425023
2026-01-22,0.027020694869425023
2026-01-23,0.027020694869425023
2026-01-26,0.02643178350410034
2026-01-27,0.02643178350410034
2026-01-28,0.02643178350410034
2026-01-29,0.02643178350410034
2026-01-30,0.02643178350410034
2026-02-02,0.02643178350410034
2026-02-03,0.02643178350410034
2026-02-04,0.02643178350410034
2026-02-05,0.02643178350410034
2026-02-06,0.02643178350410034
2026-02-09,0.02643178350410034
2026-02-10,0.02643178350410034
2026-02-11,0.02643178350410034
2026-02-12,0.02643178350410034
2026-02-13,0.02643178350410034
2026-02-17,0.02643178350410034
2026-02-18,0.02643178350410034
2026-02-19,0.02643178350410034
2026-02-20,0.025660843092442133
2026-02-23,0.025660843092442133
2026-02-24,0.025660843092442133
2026-02-25,0.025660843092442133
2026-02-26,0.025289237521282624
2026-02-27,0.025289237521282624
2026-03-02,0.02442855970292703
2026-03-03,0.02442855970292703
2026-03-04,0.02442855970292703
2026-03-05,0.023656266782182012
2026-03-06,0.023656266782182012
2026-03-09,0.022937199685094917
2026-03-10,0.022937199685094917
2026-03-11,0.022937199685094917
2026-03-12,0.022937199685094917
2026-03-13,0.022937199685094917
2026-03-16,0.022937199685094917
2026-03-17,0.022937199685094917
2026-03-18,0.022937199685094917
2026-03-19,0.022937199685094917
2026-03-20,0.022937199685094917
2026-03-23,0.022937199685094917
2026-03-24,0.022937199685094917
2026-03-25,0.02183237257078415
2026-03-26,0.022937199685094917
2026-03-27,0.022689540336735165
2026-03-30,0.022689540336735165
2026-03-31,0.022689540336735165
2026-04-01,0.022689540336735165
2026-04-02,0.02150395731903074
2026-04-06,0.021176991555552492
2026-04-07,0.021176991555552492
2026-04-08,0.021176991555552492
2026-04-09,0.021176991555552492
2026-04-10,0.020754626199861768
2026-04-13,0.020754626199861768
2026-04-14,0.020754626199861768
2026-04-15,0.020754626199861768
2026-04-16,0.02035875597210113
2026-04-17,0.019890539455689228
2026-04-20,0.019592755256465384
2026-04-21,0.019592755256465384
2026-04-22,0.019592755256465384
2026-04-23,0.019592755256465384
2026-04-24,0.019592755256465384
2026-04-27,0.019592755256465384
2026-04-28,0.019592755256465384
2026-04-29,0.019592755256465384
2026-04-30,0.019592755256465384
2026-05-01,0.019592755256465384
2026-05-04,0.019592755256465384
2026-05-05,0.019592755256465384
2026-05-06,0.019592755256465384
2026-05-07,0.019592755256465384
2026-05-08,0.019592755256465384
2026-05-11,0.019592755256465384
2026-05-12,0.019592755256465384
2026-05-13,0.019592755256465384
2026-05-14,0.019592755256465384
2026-05-15,0.019592755256465384
2026-05-18,0.019592755256465384
2026-05-19,0.019592755256465384
2026-05-20,0.019592755256465384
2026-05-21,0.019592755256465384
2026-05-22,0.019592755256465384
2026-05-26,0.019592755256465384
2026-05-27,0.019592755256465384
2026-05-28,0.019592755256465384
2026-05-29,0.019592755256465384
2026-06-01,0.019592755256465384
2026-06-02,0.019592755256465384
2026-06-03,0.019592755256465384
2026-06-04,0.019592755256465384
2026-06-05,0.019890539455689228
2026-06-08,0.019890539455689228
2026-06-09,0.019890539455689228
2026-06-10,0.02035875597210113
2026-06-11,0.02035875597210113
2026-06-12,0.02035875597210113
2026-06-15,0.02035875597210113
2026-06-16,0.02035875597210113
2026-06-17,0.02035875597210113
2026-06-18,0.02035875597210113
2026-06-22,0.02035875597210113
2026-06-23,0.02035875597210113
2026-06-24,0.02035875597210113
2026-06-25,0.02035875597210113
2026-06-26,0.02035875597210113
2026-06-29,0.02035875597210113
2026-06-30,0.02035875597210113
2026-07-01,0.02035875597210113
2026-07-02,0.02035875597210113
2026-07-06,0.02035875597210113
2026-07-07,0.02035875597210113
2026-07-08,0.02035875597210113
2026-07-09,0.02035875597210113
2026-07-10,0.02035875597210113
2026-07-13,0.02035875597210113
2026-07-14,0.02035875597210113
2026-07-15,0.02035875597210113
2026-07-16,0.02035875597210113
2026-07-17,0.02035875597210113
2026-07-20,0.02035875597210113
2026-07-21,0.02035875597210113
2026-07-22,0.02035875597210113
