2021-07-15,
2021-07-16,
2021-07-19,
2021-07-20,
2021-07-21,
2021-07-22,
2021-07-23,
2021-07-26,
2021-07-27,
2021-07-28,
2021-07-29,
2021-07-30,
2021-08-02,
2021-08-03,
2021-08-04,
2021-08-05,
2021-08-06,
2021-08-09,
2021-08-10,
2021-08-11,
2021-08-12,
2021-08-13,
2021-08-16,
2021-08-17,
2021-08-18,
2021-08-19,
2021-08-20,
2021-08-23,
2021-08-24,
2021-08-25,
2021-08-26,
2021-08-27,
2021-08-30,
2021-08-31,
2021-09-01,
2021-09-02,
2021-09-03,
2021-09-07,
2021-09-08,
2021-09-09,
2021-09-10,
2021-09-13,
2021-09-14,
2021-09-15,
2021-09-16,
2021-09-17,
2021-09-20,
2021-09-21,
2021-09-22,
2021-09-23,
2021-09-24,
2021-09-27,
2021-09-28,
2021-09-29,
2021-09-30,
2021-10-01,
2021-10-04,
2021-10-05,
2021-10-06,
2021-10-07,
2021-10-08,
2021-10-11,
2021-10-12,
2021-10-13,
2021-10-14,
2021-10-15,
2021-10-18,
2021-10-19,
2021-10-20,
2021-10-21,
2021-10-22,
2021-10-25,
2021-10-26,
2021-10-27,
2021-10-28,
2021-10-29,
2021-11-01,
2021-11-02,
2021-11-03,
2021-11-04,
2021-11-05,
2021-11-08,
2021-11-09,
2021-11-10,
2021-11-11,
2021-11-12,
2021-11-15,
2021-11-16,
2021-11-17,
2021-11-18,
2021-11-19,
2021-11-22,
2021-11-23,
2021-11-24,
2021-11-26,
2021-11-29,
2021-11-30,
2021-12-01,
2021-12-02,
2021-12-03,
2021-12-06,
2021-12-07,
2021-12-08,
2021-12-09,
2021-12-10,
2021-12-13,
2021-12-14,
2021-12-15,
2021-12-16,
2021-12-17,
2021-12-20,
2021-12-21,
2021-12-22,
2021-12-23,
2021-12-27,
2021-12-28,
2021-12-29,0.024304518050830927
2021-12-30,0.023486647973836164
2021-12-31,0.023102425346968894
2022-01-03,0.023647203340245823
2022-01-04,0.024002914172056824
2022-01-05,0.02651871119147113
2022-01-06,0.027047701106975592
2022-01-07,0.026210387439164685
2022-01-10,0.025452885134881406
2022-01-11,0.024430677282285852
2022-01-12,0.0233104755699648
2022-01-13,0.024669150885817108
2022-01-14,0.026091811956757454
2022-01-18,0.02695873214734812
2022-01-19,0.02642148846515866
2022-01-20,0.0261901493343891
2022-01-21,0.025592134824297622
2022-01-24,0.026791005348166946
2022-01-25,0.024716018328196334
2022-01-26,0.024107300848966076
2022-01-27,0.024217834373048776
2022-01-28,0.027089739169001
2022-01-31,0.0297059489249751
2022-02-01,0.029297501326630202
2022-02-02,0.027389599499622306
2022-02-03,0.0340253273281565
2022-02-04,0.034690327639629696
2022-02-07,0.033716885359959564
2022-02-08,0.03279599412178259
2022-02-09,0.03202550889067612
2022-02-10,0.032949396151285656
2022-02-11,0.03307890472247517
2022-02-14,0.03208685085608982
2022-02-15,0.030596082906980904
2022-02-16,0.03134365068018241
2022-02-17,0.03228292681661866
2022-02-18,0.03021576274959887
2022-02-22,0.03272381732131155
2022-02-23,0.03063559994513521
2022-02-24,0.031550453077700366
2022-02-25,0.031387328723812544
2022-02-28,0.03198393240567849
2022-03-01,0.03008132850376682
2022-03-02,0.02992646227226169
2022-03-03,0.02852269729578212
2022-03-04,0.03003442200420072
2022-03-07,0.03043666014720658
2022-03-08,0.03070778493792807
2022-03-09,0.03159203187501983
2022-03-10,0.030632442085188515
2022-03-11,0.03077127321359512
2022-03-14,0.029715188607138437
2022-03-15,0.031504921869334096
2022-03-16,0.03235871955080943
2022-03-17,0.032747800855295946
2022-03-18,0.03168175786425132
2022-03-21,0.03146535478914232
2022-03-22,0.030648794251795484
2022-03-23,0.030368740982445706
2022-03-24,0.03122892503313371
2022-03-25,0.029759111697072776
2022-03-28,0.029138458049531434
2022-03-29,0.02819375467331967
2022-03-30,0.028753567826728773
2022-03-31,0.02824118620492743
2022-04-01,0.028013672863096438
2022-04-04,0.027683985496931476
2022-04-05,0.028626084213520437
2022-04-06,0.028004805613399363
2022-04-07,0.02717968086555834
2022-04-08,0.025975879249918975
2022-04-11,0.030547266949417864
2022-04-12,0.02887571011450755
2022-04-13,0.028750744800067715
2022-04-14,0.028941820368431414
2022-04-18,0.026981704502175432
2022-04-19,0.026983924415263323
2022-04-20,0.027906074022100914
2022-04-21,0.028448902363216257
2022-04-22,0.029333054568565695
2022-04-25,0.02770973798171091
2022-04-26,0.03203626472321401
2022-04-27,0.03141677879951253
2022-04-28,0.034088274430328434
2022-04-29,0.03748361246088586
2022-05-02,0.0370233312011914
2022-05-03,0.0360808414161831
2022-05-04,0.03609844582958636
2022-05-05,0.0415837642053658
2022-05-06,0.03854227469074975
2022-05-09,0.04506881564710552
2022-05-10,0.042261310300543135
2022-05-11,0.045316711833643025
2022-05-12,0.042226531133967335
2022-05-13,0.044777401854529005
2022-05-16,0.04225272120190595
2022-05-17,0.04360403563487267
2022-05-18,0.04401445239166392
2022-05-19,0.04550556250732949
2022-05-20,0.04350372784654074
2022-05-23,0.04407234389061842
2022-05-24,0.043597214779572506
2022-05-25,0.042201219590353056
2022-05-26,0.04286843047993147
2022-05-27,0.042652573000923406
2022-05-31,0.03958323813872023
2022-06-01,0.04058374217335884
2022-06-02,0.04054800808700842
2022-06-03,0.04070623082668836
2022-06-06,0.03924760485881212
2022-06-07,0.03895885203335916
2022-06-08,0.03718923063613792
2022-06-09,0.03805727826362065
2022-06-10,0.039948963152380654
2022-06-13,0.043723017520935804
2022-06-14,0.04059940949609219
2022-06-15,0.040246680458122214
2022-06-16,0.042039882481867276
2022-06-17,0.04253750420263893
2022-06-21,0.04504785500560441
2022-06-22,0.04565732130418615
2022-06-23,0.04082104496420638
2022-06-24,0.045425584205835014
2022-06-27,0.04419408336205153
2022-06-28,0.04155471778261876
2022-06-29,0.03883653305883663
2022-06-30,0.043542703806715835
2022-07-01,0.04106098551938176
2022-07-05,0.03729297324785092
2022-07-06,0.03537647678612293
2022-07-07,0.03592946511903616
2022-07-08,0.038080796742225954
2022-07-11,0.037392496632567634
2022-07-12,0.03424960922495074
2022-07-13,0.0329547685492212
2022-07-14,0.03208794289057785
2022-07-15,0.032756982874018375
2022-07-18,0.031625358801744025
2022-07-19,0.03617694206617038
2022-07-20,0.032743248456768896
2022-07-21,0.03451370039051255
2022-07-22,0.03225000372434701
2022-07-25,0.032935132842658074
2022-07-26,0.03379140163470842
2022-07-27,0.035000769492771734
2022-07-28,0.03615409780351699
2022-07-29,0.036227013219322673
2022-08-01,0.03612919135831569
2022-08-02,0.034301789723545646
2022-08-03,0.03686666757979313
2022-08-04,0.033562524728249096
2022-08-05,0.03344571649566755
2022-08-08,0.03178206180826352
2022-08-09,0.02962792679749846
2022-08-10,0.03201355679906865
2022-08-11,0.031042599438626417
2022-08-12,0.02969795806614398
2022-08-15,0.0288385259575886
2022-08-16,0.028763056699289895
2022-08-17,0.02726408292108841
2022-08-18,0.026538089488373034
2022-08-19,0.029257557062810115
2022-08-22,0.02889464295239206
2022-08-23,0.02744904152694572
2022-08-24,0.02579509047006574
2022-08-25,0.026448590802294288
2022-08-26,0.032368980005326495
2022-08-29,0.031527347944683606
2022-08-30,0.031581408423100074
2022-08-31,0.030775615036683742
2022-09-01,0.02967948771277982
2022-09-02,0.027769588715500445
2022-09-06,0.028378552442673982
2022-09-07,0.026302817619113173
2022-09-08,0.026178982564973995
2022-09-09,0.02776921120229659
2022-09-12,0.02597886732336248
2022-09-13,0.03512298733947705
2022-09-14,0.03302304977758874
2022-09-15,0.030376084997721087
2022-09-16,0.031534324870886865
2022-09-19,0.029732011441220046
2022-09-20,0.028987224624894233
2022-09-21,0.03020401942530525
2022-09-22,0.029523464446122475
2022-09-23,0.028682249214115746
2022-09-26,0.02996947176889433
2022-09-27,0.02817815405920127
2022-09-28,0.027931114062107007
2022-09-29,0.028998258549290508
2022-09-30,0.028759716407122684
2022-10-03,0.029298396616901878
2022-10-04,0.03131244015891961
2022-10-05,0.03140090709994228
2022-10-06,0.02951471177559924
2022-10-07,0.03298596150642953
2022-10-10,0.032454959719392815
2022-10-11,0.03158413060863793
2022-10-12,0.030886670454985395
2022-10-13,0.03227996816254
2022-10-14,0.03334540640002349
2022-10-17,0.036771409051977226
2022-10-18,0.034556041117287446
2022-10-19,0.033542013872744116
2022-10-20,0.03232212885427996
2022-10-21,0.03303600394082205
2022-10-24,0.03312638984881682
2022-10-25,0.03175426713223146
2022-10-26,0.0320233751816877
2022-10-27,0.03194620665319558
2022-10-28,0.03491435278628669
2022-10-31,0.03212760061243567
2022-11-01,0.030545207821134623
2022-11-02,0.03440597373334755
2022-11-03,0.033503943615489834
2022-11-04,0.031046707383302688
2022-11-07,0.030176593850102375
2022-11-08,0.03006362065788941
2022-11-09,0.032750153499878636
2022-11-10,0.040540484910223294
2022-11-11,0.039866488303311805
2022-11-14,0.03889010412293336
2022-11-15,0.03597367981319327
2022-11-16,0.03693597174349572
2022-11-17,0.035760527228776554
2022-11-18,0.035051145262459935
2022-11-21,0.034273426136275695
2022-11-22,0.03136334620356613
2022-11-23,0.030930583271973375
2022-11-25,0.03145230587646991
2022-11-28,0.031157530041811567
2022-11-29,0.0326413336993322
2022-11-30,0.03343037311022311
2022-12-01,0.035598652211261954
2022-12-02,0.030277424921220153
2022-12-05,0.0352809016998548
2022-12-06,0.0332128185463523
2022-12-07,0.03402588779436405
2022-12-08,0.029804941671629077
2022-12-09,0.03197558665434151
2022-12-12,0.028390689457189845
2022-12-13,0.027699436093907404
2022-12-14,0.029530137326476604
2022-12-15,0.03046221119023247
2022-12-16,0.02762729333041079
2022-12-19,0.029151344729130505
2022-12-20,0.029206817036280336
2022-12-21,0.026714907190339927
2022-12-22,0.030509344631408843
2022-12-23,0.0300720458864065
2022-12-27,0.02953697119507333
2022-12-28,0.028975806623699557
2022-12-29,0.025979517654341946
2022-12-30,0.028657639390409072
2023-01-03,0.02537151806682525
2023-01-04,0.02864664079563277
2023-01-05,0.027541409779652585
2023-01-06,0.02792831197713466
2023-01-09,0.02537693997052574
2023-01-10,0.026625910738127374
2023-01-11,0.02368849465993445
2023-01-12,0.02653597886504831
2023-01-13,0.02286108781741231
2023-01-17,0.02397776505616158
2023-01-18,0.024397938127510337
2023-01-19,0.021688364102616518
2023-01-20,0.026979794970208283
2023-01-23,0.025058149980467438
2023-01-24,0.025742709796472307
2023-01-25,0.023669361999938045
2023-01-26,0.024273259635867753
2023-01-27,0.023272851312107552
2023-01-30,0.026648894280776325
2023-01-31,0.027047463446491855
2023-02-01,0.024553082634344678
2023-02-02,0.02641939724120656
2023-02-03,0.028906475924922334
2023-02-06,0.028044331068758144
2023-02-07,0.026513276102460435
2023-02-08,0.025275065003666445
2023-02-09,0.024110489918248924
2023-02-10,0.02623396747504572
2023-02-13,0.0229626064688844
2023-02-14,0.02523721427577902
2023-02-15,0.021795098116999364
2023-02-16,0.023609496769215244
2023-02-17,0.023334633930242044
2023-02-21,0.02254952616619037
2023-02-22,0.021885525866765888
2023-02-23,0.023310175351124902
2023-02-24,0.024821487706518815
2023-02-27,0.022482258181750245
2023-02-28,0.02181330999041034
2023-03-01,0.021409930253816926
2023-03-02,0.022499660524749318
2023-03-03,0.021090316246276726
2023-03-06,0.022136765705755103
2023-03-07,0.020781485439958978
2023-03-08,0.021835932340032727
2023-03-09,0.02102654540816727
2023-03-10,0.020703123819339257
2023-03-13,0.020079233445323644
2023-03-14,0.02130861302705144
2023-03-15,0.021451747943426944
2023-03-16,0.022496528194636604
2023-03-17,0.02432186669260704
2023-03-20,0.021874883461473052
2023-03-21,0.026353972204167117
2023-03-22,0.0227125868015818
2023-03-23,0.026319527660366417
2023-03-24,0.024006501680124224
2023-03-27,0.024273336757706328
2023-03-28,0.023986479198707604
2023-03-29,0.020477810521798784
2023-03-30,0.022735447063634635
2023-03-31,0.020205635939926143
2023-04-03,0.020397782308766103
2023-04-04,0.019742863307137495
2023-04-05,0.022090273437623698
2023-04-06,0.019678754601841413
2023-04-10,0.01767356080011778
2023-04-11,0.020323075551007416
2023-04-12,0.017518890459047608
2023-04-13,0.01778245443491656
2023-04-14,0.017910542083038956
2023-04-17,0.017030430216742984
2023-04-18,0.016722358549048227
2023-04-19,0.01604577489371966
2023-04-20,0.01603480391471053
2023-04-21,0.016100192858100288
2023-04-24,0.014178936532096289
2023-04-25,0.01662677106410444
2023-04-26,0.014746430232504123
2023-04-27,0.017308754633831955
2023-04-28,0.01823787479630483
2023-05-01,0.017682812697890033
2023-05-02,0.017353783172575483
2023-05-03,0.017122508851248018
2023-05-04,0.017875894119816688
2023-05-05,0.01847908142040254
2023-05-08,0.01893033680305902
2023-05-09,0.018280408631854084
2023-05-10,0.017911183456370747
2023-05-11,0.016742891660314493
2023-05-12,0.01710417369448899
2023-05-15,0.01644729321697339
2023-05-16,0.015359411228650213
2023-05-17,0.017880477975128345
2023-05-18,0.017999444090197016
2023-05-19,0.016830908658320824
2023-05-22,0.016340181355262707
2023-05-23,0.016081369129468687
2023-05-24,0.015569434855581956
2023-05-25,0.02099630630245278
2023-05-26,0.022149176107977783
2023-05-30,0.021617711957261396
2023-05-31,0.02106420213062976
2023-06-01,0.021791956158028543
2023-06-02,0.021770001617652527
2023-06-05,0.02108933296658193
2023-06-06,0.020478411363513936
2023-06-07,0.019610631982098455
2023-06-08,0.01907533472869642
2023-06-09,0.01826730117673574
2023-06-12,0.018995333639247138
2023-06-13,0.018552569454547637
2023-06-14,0.01748175454621862
2023-06-15,0.018110431469292608
2023-06-16,0.016672721993278378
2023-06-20,0.017352202238153747
2023-06-21,0.017158785091470254
2023-06-22,0.01597783541808949
2023-06-23,0.01680559371256764
2023-06-26,0.016545292639880017
2023-06-27,0.01751834191358564
2023-06-28,0.01640332541465604
2023-06-29,0.016446221234632876
2023-06-30,0.01705908755569798
2023-07-03,0.01673063408136936
2023-07-05,0.015616385588063136
2023-07-06,0.016537634383740295
2023-07-07,0.015202033385965473
2023-07-10,0.015084899764401942
2023-07-11,0.015086109860232804
2023-07-12,0.01542545348314563
2023-07-13,0.015379374210512704
2023-07-14,0.015647045955589762
2023-07-17,0.014689603196168933
2023-07-18,0.015562742168461603
2023-07-19,0.015089648599942015
2023-07-20,0.01589331382014854
2023-07-21,0.01643688043352024
2023-07-24,0.015549059273506383
2023-07-25,0.014683341347806377
2023-07-26,0.015529209226401235
2023-07-27,0.01413650396671777
2023-07-28,0.015554647237470274
2023-07-31,0.015189977124829923
2023-08-01,0.01459658845437399
2023-08-02,0.01700334173326374
2023-08-03,0.016591671458963477
2023-08-04,0.016094686958318824
2023-08-07,0.01589001938319164
2023-08-08,0.014609756338473242
2023-08-09,0.016225592377451394
2023-08-10,0.014908143669289813
2023-08-11,0.015752290412566258
2023-08-14,0.01680636479947613
2023-08-15,0.016617000724577346
2023-08-16,0.016712492363235718
2023-08-17,0.015544578666022808
2023-08-18,0.014973802297654895
2023-08-21,0.01747148666911183
2023-08-22,0.017363516700925376
2023-08-23,0.016997230586433352
2023-08-24,0.016164893449643742
2023-08-25,0.017093608095103945
2023-08-28,0.016186141187021035
2023-08-29,0.0182168552258329
2023-08-30,0.01796944657626164
2023-08-31,0.0171982473963693
2023-09-01,0.016754675991655803
2023-09-05,0.016205701473689278
2023-09-06,0.016412653382304583
2023-09-07,0.015388722246331359
2023-09-08,0.015455672442654835
2023-09-11,0.012741398656953815
2023-09-12,0.015198514712118727
2023-09-13,0.014856905477665702
2023-09-14,0.014960335138595415
2023-09-15,0.0159947195870203
2023-09-18,0.015532312489974182
2023-09-19,0.014108652368230837
2023-09-20,0.01561020241561686
2023-09-21,0.015428849499443616
2023-09-22,0.015588317345325156
2023-09-25,0.0154916933468716
2023-09-26,0.014944532774452346
2023-09-27,0.01468336711028363
2023-09-28,0.015006432609697114
2023-09-29,0.014247510241358641
2023-10-02,0.014238172884467245
2023-10-03,0.015489599860236418
2023-10-04,0.015151504329361427
2023-10-05,0.013907394285421712
2023-10-06,0.01492491901269783
2023-10-09,0.014660920173649157
2023-10-10,0.01434131339697563
2023-10-11,0.013439722286683654
2023-10-12,0.01312260221976934
2023-10-13,0.012474221174164104
2023-10-16,0.013246954815203228
2023-10-17,0.01315043732716634
2023-10-18,0.013920790548000873
2023-10-19,0.013338837402836264
2023-10-20,0.014976317213804794
2023-10-23,0.014292230211615242
2023-10-24,0.013935585934484894
2023-10-25,0.01592969996129441
2023-10-26,0.01713806021570991
2023-10-27,0.017221196204527316
2023-10-30,0.01725090853509336
2023-10-31,0.01609633249648565
2023-11-01,0.017111434278689046
2023-11-02,0.018142824826777135
2023-11-03,0.017846365620426057
2023-11-06,0.01740644174058932
2023-11-07,0.016377807174906094
2023-11-08,0.015609832958836226
2023-11-09,0.0158275621168078
2023-11-10,0.0174352619415203
2023-11-13,0.01694403078068475
2023-11-14,0.017409270683138012
2023-11-15,0.017380158597001042
2023-11-16,0.016988017189652604
2023-11-17,0.015463971443709874
2023-11-20,0.01527486464243779
2023-11-21,0.015124008457168749
2023-11-22,0.01541187276015598
2023-11-24,0.014080366592356584
2023-11-27,0.01422934283424274
2023-11-28,0.012798661554399059
2023-11-29,0.013687747124309717
2023-11-30,0.013396905864878444
2023-12-01,0.012449205381070381
2023-12-04,0.012857263920928914
2023-12-05,0.013024648198824276
2023-12-06,0.013015165281700575
2023-12-07,0.013710703262733213
2023-12-08,0.013547178441989794
2023-12-11,0.013694987585821253
2023-12-12,0.013460496709792862
2023-12-13,0.012834979503760576
2023-12-14,0.012856144065034058
2023-12-15,0.012657733686779216
2023-12-18,0.013470757453183449
2023-12-19,0.01253632786932117
2023-12-20,0.012992705851595244
2023-12-21,0.01369722596598396
2023-12-22,0.013094123568973152
2023-12-26,0.012846157993472112
2023-12-27,0.012264077793604803
2023-12-28,0.012721697673899935
2023-12-29,0.011647785615629059
2024-01-02,0.012017613320882584
2024-01-03,0.011475647786678245
2024-01-04,0.010997656799016898
2024-01-05,0.010964411358561008
2024-01-08,0.012894139711505983
2024-01-09,0.012297319855455905
2024-01-10,0.012689760206293128
2024-01-11,0.012307171364678257
2024-01-12,0.011993395525996807
2024-01-16,0.011386433707279209
2024-01-17,0.01135074121577838
2024-01-18,0.011089402820736349
2024-01-19,0.01229228726332634
2024-01-22,0.012527418276129916
2024-01-23,0.012310256564488814
2024-01-24,0.011923714254808664
2024-01-25,0.012124123221531
2024-01-26,0.011209365901329576
2024-01-29,0.011681047958061533
2024-01-30,0.011567928002589531
2024-01-31,0.013833825407436601
2024-02-01,0.014507708559933939
2024-02-02,0.02020856625400123
2024-02-05,0.017927685954334298
2024-02-06,0.018136302229888313
2024-02-07,0.018735082423638784
2024-02-08,0.01922444003357507
2024-02-09,0.017943593871260207
2024-02-12,0.01740949373506892
2024-02-13,0.018653496477155224
2024-02-14,0.016664968058742204
2024-02-15,0.016450511241302545
2024-02-16,0.015798936669687354
2024-02-20,0.017005089841595197
2024-02-21,0.015840208045342887
2024-02-22,0.024930166189555174
2024-02-23,0.02435164534999002
2024-02-26,0.02423128516340346
2024-02-27,0.022920048496887075
2024-02-28,0.02242787058799459
2024-02-29,0.021494626952692084
2024-03-01,0.022182168641630414
2024-03-04,0.0209507535846688
2024-03-05,0.02100378587818202
2024-03-06,0.01982124441377118
2024-03-07,0.021339255264000417
2024-03-08,0.021724594786556018
2024-03-11,0.0205209779810898
2024-03-12,0.023017798676013036
2024-03-13,0.02164999749074285
2024-03-14,0.02178081879334879
2024-03-15,0.021190966565423238
2024-03-18,0.0203485481224868
2024-03-19,0.020522065663356962
2024-03-20,0.02035272955614076
2024-03-21,0.020272094022083305
2024-03-22,0.020051546109045033
2024-03-25,0.01894548568689162
2024-03-26,0.018368258767383277
2024-03-27,0.018132887265742383
2024-03-28,0.017293339164195388
2024-04-01,0.016810759302321312
2024-04-02,0.016756214172253057
2024-04-03,0.016675080973801413
2024-04-04,0.01654163626470064
2024-04-05,0.018554606157433397
2024-04-08,0.017046604116490508
2024-04-09,0.016146576858723272
2024-04-10,0.015112632519354395
2024-04-11,0.01657361787136514
2024-04-12,0.018129098791000508
2024-04-15,0.018643780760169266
2024-04-16,0.018135284703835113
2024-04-17,0.017493058149005546
2024-04-18,0.01729656602735885
2024-04-19,0.021322347328668587
2024-04-22,0.020649295116663184
2024-04-23,0.02132208190712689
2024-04-24,0.020363575126581747
2024-04-25,0.020144746616290253
2024-04-26,0.023431042078857184
2024-04-29,0.020782398335634184
2024-04-30,0.021250851275415657
2024-05-01,0.02102707791944128
2024-05-02,0.02097751054089367
2024-05-03,0.02184468403293666
2024-05-06,0.02220785116397697
2024-05-07,0.02159295288176604
2024-05-08,0.02131426637511807
2024-05-09,0.020335367833323903
2024-05-10,0.01975162851469979
2024-05-13,0.019176335579972566
2024-05-14,0.0184135521039879
2024-05-15,0.018898539855596592
2024-05-16,0.019199322109664053
2024-05-17,0.01862270122511485
2024-05-20,0.01763113836149061
2024-05-21,0.017348743735309573
2024-05-22,0.015905999541959127
2024-05-23,0.017707787209098082
2024-05-24,0.01878765230473324
2024-05-28,0.019688874786776354
2024-05-29,0.01884896173471325
2024-05-30,0.020264543222732048
2024-05-31,0.02042307456066722
2024-06-03,0.02070034308851024
2024-06-04,0.019156791518316663
2024-06-05,0.02062536101210514
2024-06-06,0.02133744453145425
2024-06-07,0.01961508451030347
2024-06-10,0.019001068190711158
2024-06-11,0.0202994002527105
2024-06-12,0.018890935191448625
2024-06-13,0.019638187042729113
2024-06-14,0.0187631940830679
2024-06-17,0.017822724491138874
2024-06-18,0.017888224282426278
2024-06-20,0.017532956208636402
2024-06-21,0.017036915913398572
2024-06-24,0.018343234646127075
2024-06-25,0.022612650537311742
2024-06-26,0.02200058002559788
2024-06-27,0.01923862175430526
2024-06-28,0.0208424684624627
2024-07-01,0.020549359083594496
2024-07-02,0.01834829562158757
2024-07-03,0.020737884007816468
2024-07-05,0.01921097903326252
2024-07-08,0.018629803070993215
2024-07-09,0.017550536707507548
2024-07-10,0.0175655156455483
2024-07-11,0.023169207611725345
2024-07-12,0.02121949745362459
2024-07-15,0.020648531652277213
2024-07-16,0.021580958078070853
2024-07-17,0.020592684706056
2024-07-18,0.02276763640483316
2024-07-19,0.022418561285578713
2024-07-22,0.023762861826838202
2024-07-23,0.02374738340398052
2024-07-24,0.028580339368372672
2024-07-25,0.026185034525456983
2024-07-26,0.02730872078484659
2024-07-29,0.02650414334475027
2024-07-30,0.022956564796211568
2024-07-31,0.03220008277440221
2024-08-01,0.03409977825028891
2024-08-02,0.032429967953149494
2024-08-05,0.03661819385730246
2024-08-06,0.03263788465045542
2024-08-07,0.03724169541887313
2024-08-08,0.03712464552209509
2024-08-09,0.03119767664852692
2024-08-12,0.033242650850566276
2024-08-13,0.03490087394598345
2024-08-14,0.03547389136759989
2024-08-15,0.036070369630793304
2024-08-16,0.02954066544669227
2024-08-19,0.03432585281464905
2024-08-20,0.031363735990016316
2024-08-21,0.0316128609529606
2024-08-22,0.03463991569339702
2024-08-23,0.03278048573691525
2024-08-26,0.02745291727120773
2024-08-27,0.03346601347011774
2024-08-28,0.03509644058856384
2024-08-29,0.03375745731853811
2024-08-30,0.032293985462391844
2024-09-03,0.03367164434413333
2024-09-04,0.035892372538409587
2024-09-05,0.03662727253687007
2024-09-06,0.03415937889369476
2024-09-09,0.03735701671802481
2024-09-10,0.034922981549426996
2024-09-11,0.03305757083407159
2024-09-12,0.028742724613377294
2024-09-13,0.037429063192331045
2024-09-16,0.035761360226428576
2024-09-17,0.026740863828692986
2024-09-18,0.0259686097506261
2024-09-19,0.03405009463987551
2024-09-20,0.029754227640983007
2024-09-23,0.0278927727053503
2024-09-24,0.029069397080876982
2024-09-25,0.02859280011406266
2024-09-26,0.0278491287833612
2024-09-27,0.024058772799756874
2024-09-30,0.021956396712781313
2024-10-01,0.0258952208462233
2024-10-02,0.025619962162467737
2024-10-03,0.021391202119046406
2024-10-04,0.024934157124665523
2024-10-07,0.02493399953618077
2024-10-08,0.024657077839054645
2024-10-09,0.02578583613936067
2024-10-10,0.0230452888916309
2024-10-11,0.022043746785428676
2024-10-14,0.022132360044690495
2024-10-15,0.020982424013077643
2024-10-16,0.023745237290971576
2024-10-17,0.019338300882318936
2024-10-18,0.02135720290096486
2024-10-21,0.021588724830599388
2024-10-22,0.01838562944355825
2024-10-23,0.01911945762030413
2024-10-24,0.01962234357107932
2024-10-25,0.018455977126611532
2024-10-28,0.018749155058910873
2024-10-29,0.01739884405774483
2024-10-30,0.01685662063861772
2024-10-31,0.021740295961193964
2024-11-01,0.022244860399234623
2024-11-04,0.021725104309276967
2024-11-05,0.022612540247513257
2024-11-06,0.027166881738969736
2024-11-07,0.02298121978494708
2024-11-08,0.02662965180376601
2024-11-11,0.021806893062378502
2024-11-12,0.025498584612383857
2024-11-13,0.02446736728041296
2024-11-14,0.02496864641346367
2024-11-15,0.02165523819623017
2024-11-18,0.025093772164249958
2024-11-19,0.027162491508656825
2024-11-20,0.023566090238346236
2024-11-21,0.025539284351073277
2024-11-22,0.0237667365391215
2024-11-25,0.021242051385216985
2024-11-26,0.02205019620678383
2024-11-27,0.022165398055836442
2024-11-29,0.017973654707896757
2024-12-02,0.01838994317926513
2024-12-03,0.01736467122117176
2024-12-04,0.01736976304997936
2024-12-05,0.01698327032633472
2024-12-06,0.016510002743993026
2024-12-09,0.01637875410440314
2024-12-10,0.015924753110414403
2024-12-11,0.016754460325023528
2024-12-12,0.016588645897115242
2024-12-13,0.016205812956075295
2024-12-16,0.01593687947138801
2024-12-17,0.015309564449607873
2024-12-18,0.017209470732900203
2024-12-19,0.02200571898041079
2024-12-20,0.018506650522545357
